year,pull_basis,airport,source_market_poo_country,inbound_pax,basis
2013,POO,DUB,AT,45153,one-way departures
2013,POO,DUB,CN,11212,one-way departures
2013,POO,DUB,BG,8801,one-way departures
2013,POO,DUB,SE,46583,one-way departures
2013,POO,DUB,UA,2172,one-way departures
2013,POO,DUB,NG,3506,one-way departures
2013,POO,DUB,ES,438845,one-way departures
2013,POO,DUB,IN,9957,one-way departures
2013,POO,DUB,SG,3199,one-way departures
2013,POO,DUB,LU,3467,one-way departures
2013,POO,DUB,KR,3771,one-way departures
2013,POO,DUB,OM,892,one-way departures
2013,POO,DUB,TH,1782,one-way departures
2013,POO,DUB,NL,103119,one-way departures
2013,POO,DUB,RO,8108,one-way departures
2013,POO,BHD,GR,278,one-way departures
2013,POO,DUB,PE,250,one-way departures
2013,POO,BHD,FR,2780,one-way departures
2013,POO,BHD,PT,19564,one-way departures
2013,POO,BHD,EG,174,one-way departures
2013,POO,DUB,PH,1299,one-way departures
2013,POO,BHD,MK,118,one-way departures
2013,POO,BHD,BH,177,one-way departures
2013,POO,DUB,HT,88,one-way departures
2013,POO,DUB,MU,243,one-way departures
2013,POO,BHD,RS,162,one-way departures
2013,POO,BHD,QA,206,one-way departures
2013,POO,BHD,NZ,579,one-way departures
2013,POO,BHD,LY,48,one-way departures
2013,POO,BHD,BA,60,one-way departures
2013,POO,DUB,MR,29,one-way departures
2013,POO,BFS,PL,5633,one-way departures
2013,POO,BFS,DE,72,one-way departures
2013,POO,DUB,CY,885,one-way departures
2013,POO,DUB,CD,100,one-way departures
2013,POO,DUB,AO,156,one-way departures
2013,POO,DUB,TT,148,one-way departures
2013,POO,DUB,BB,232,one-way departures
2013,POO,DUB,BS,94,one-way departures
2013,POO,BHD,MX,284,one-way departures
2013,POO,DUB,CG,19,one-way departures
2013,POO,DUB,AM,89,one-way departures
2013,POO,DUB,SB,12,one-way departures
2013,POO,DUB,KG,98,one-way departures
2013,POO,BHD,ID,65,one-way departures
2013,POO,DUB,GT,91,one-way departures
2013,POO,BFS,JO,4,one-way departures
2013,POO,BFS,MT,2896,one-way departures
2013,POO,BHD,NC,14,one-way departures
2013,POO,BFS,ZA,7,one-way departures
2013,POO,BHD,IR,11,one-way departures
2013,POO,BHD,VN,40,one-way departures
2013,POO,BFS,CH,4896,one-way departures
2013,POO,BHD,MW,26,one-way departures
2013,POO,BHD,NP,11,one-way departures
2013,POO,BHD,KW,64,one-way departures
2013,POO,BHD,PG,19,one-way departures
2013,POO,BHD,UY,8,one-way departures
2013,POO,BFS,AE,2,one-way departures
2013,POO,BHD,EE,26,one-way departures
2013,POO,DUB,SK,14474,one-way departures
2013,POO,DUB,AI,1,one-way departures
2013,POO,DUB,GN,18,one-way departures
2013,POO,DUB,LA,34,one-way departures
2013,POO,DUB,BI,11,one-way departures
2013,POO,BHD,GM,1,one-way departures
2013,POO,DUB,MV,4,one-way departures
2013,POO,BHD,AR,34,one-way departures
2013,POO,BHD,BD,23,one-way departures
2013,POO,DUB,AG,15,one-way departures
2013,POO,BHD,GH,42,one-way departures
2023,ND,DUB,GB,1832628,one-way departures
2023,ND,BFS,ES,136516,one-way departures
2023,ND,DUB,AU,62087,one-way departures
2023,ND,DUB,DK,43944,one-way departures
2023,ND,DUB,HR,30906,one-way departures
2023,ND,DUB,NO,24768,one-way departures
2023,ND,DUB,US,862116,one-way departures
2023,ND,DUB,IS,5754,one-way departures
2023,ND,DUB,LV,11776,one-way departures
2023,ND,DUB,CA,81418,one-way departures
2023,ND,DUB,MA,7993,one-way departures
2023,ND,BHD,NL,4360,one-way departures
2023,ND,DUB,MD,8866,one-way departures
2023,ND,DUB,PR,1892,one-way departures
2023,ND,DUB,CL,2360,one-way departures
2023,ND,BHD,AT,732,one-way departures
2023,ND,DUB,JP,9333,one-way departures
2023,ND,BHD,NG,506,one-way departures
2023,ND,BHD,SE,1155,one-way departures
2023,ND,BHD,ES,3658,one-way departures
2023,ND,DUB,RU,1325,one-way departures
2023,ND,DUB,KZ,768,one-way departures
2023,ND,DUB,TW,2035,one-way departures
2023,ND,DUB,SI,887,one-way departures
2023,ND,DUB,SD,210,one-way departures
2023,ND,DUB,GI,173,one-way departures
2023,ND,DUB,SA,2988,one-way departures
2023,ND,BHD,PE,102,one-way departures
2023,ND,DUB,CO,802,one-way departures
2023,ND,BHD,IN,2496,one-way departures
2023,ND,DUB,ME,340,one-way departures
2023,ND,DUB,NA,174,one-way departures
2023,ND,DUB,GA,87,one-way departures
2023,ND,BFS,BG,100,one-way departures
2023,ND,DUB,MG,112,one-way departures
2023,ND,DUB,KH,157,one-way departures
2023,ND,DUB,HU,21643,one-way departures
2023,ND,LDY,IT,107,one-way departures
2023,ND,BHD,SG,615,one-way departures
2023,ND,LDY,CH,84,one-way departures
2023,ND,BHD,MV,70,one-way departures
2023,ND,DUB,JM,212,one-way departures
2023,ND,BHD,KR,146,one-way departures
2023,ND,DUB,GY,145,one-way departures
2023,ND,DUB,MY,3115,one-way departures
2023,ND,DUB,BM,523,one-way departures
2023,ND,DUB,LB,1330,one-way departures
2023,ND,BHD,PH,264,one-way departures
2023,ND,BHD,BS,41,one-way departures
2023,ND,DUB,TZ,485,one-way departures
2023,ND,BHD,OM,64,one-way departures
2023,ND,DUB,KY,611,one-way departures
2023,ND,BHD,CN,277,one-way departures
2023,ND,DUB,CU,53,one-way departures
2023,ND,DUB,LK,275,one-way departures
2023,ND,BHD,TH,64,one-way departures
2023,ND,BHD,AM,30,one-way departures
2023,ND,LDY,DE,82,one-way departures
2023,ND,DUB,MM,28,one-way departures
2023,ND,BHD,IE,310,one-way departures
2023,ND,DUB,LS,19,one-way departures
2023,ND,DUB,ZM,367,one-way departures
2023,ND,BHD,BN,15,one-way departures
2023,ND,BHD,MU,83,one-way departures
2023,ND,DUB,SO,62,one-way departures
2023,ND,DUB,SZ,14,one-way departures
2023,ND,DUB,IQ,563,one-way departures
2023,ND,BHD,BB,188,one-way departures
2023,ND,DUB,FJ,47,one-way departures
2023,ND,BHD,SB,6,one-way departures
2023,ND,BFS,AT,796,one-way departures
2023,ND,BHD,RO,286,one-way departures
2023,ND,BHD,TO,3,one-way departures
2023,ND,DUB,00,36,one-way departures
2023,ND,BHD,BG,119,one-way departures
2023,ND,DUB,TM,8,one-way departures
2023,ND,DUB,TJ,11,one-way departures
2023,ND,DUB,BF,26,one-way departures
2023,ND,BHD,LU,126,one-way departures
2023,ND,DUB,VE,146,one-way departures
2023,ND,DUB,CI,203,one-way departures
2023,ND,BHD,GT,8,one-way departures
2023,ND,BHD,CD,1,one-way departures
2023,ND,LDY,PK,4,one-way departures
2023,ND,BHD,BI,3,one-way departures
2023,ND,BFS,IN,2,one-way departures
2023,ND,BFS,NL,9655,one-way departures
2023,ND,BHD,GE,3,one-way departures
2023,ND,LDY,AE,43,one-way departures
2023,ND,DUB,SN,151,one-way departures
2023,ND,LDY,TR,9,one-way departures
2023,ND,LDY,ZA,75,one-way departures
2023,ND,BHD,CY,377,one-way departures
2023,ND,BHD,TT,14,one-way departures
2023,ND,BHD,AO,3,one-way departures
2023,ND,DUB,TD,29,one-way departures
2014,ND,DUB,AT,35196,one-way departures
2014,ND,DUB,CN,20674,one-way departures
2014,ND,DUB,SE,36707,one-way departures
2014,ND,DUB,IN,11707,one-way departures
2014,ND,DUB,ES,363218,one-way departures
2014,ND,BHD,ES,9134,one-way departures
2014,ND,DUB,SG,3738,one-way departures
2014,ND,BFS,FR,13688,one-way departures
2014,ND,DUB,RO,20830,one-way departures
2014,ND,DUB,KR,3647,one-way departures
2014,ND,DUB,GE,496,one-way departures
2014,ND,DUB,BG,4307,one-way departures
2014,ND,DUB,TH,2274,one-way departures
2014,ND,DUB,NL,79036,one-way departures
2014,ND,BHD,IE,525,one-way departures
2014,ND,DUB,MU,256,one-way departures
2014,ND,BHD,CN,732,one-way departures
2014,ND,BHD,SE,1133,one-way departures
2014,ND,DUB,LU,6114,one-way departures
2014,ND,DUB,PH,1771,one-way departures
2014,ND,DUB,NG,4439,one-way departures
2014,ND,BHD,UA,119,one-way departures
2014,ND,BHD,LU,250,one-way departures
2014,ND,BHD,IN,1184,one-way departures
2014,ND,DUB,OM,1326,one-way departures
2014,ND,BHD,NL,597,one-way departures
2014,ND,DUB,CY,682,one-way departures
2014,ND,DUB,HT,62,one-way departures
2014,ND,BHD,AT,603,one-way departures
2014,ND,DUB,BB,286,one-way departures
2014,ND,DUB,UA,2287,one-way departures
2014,ND,LDY,GB,68793,one-way departures
2014,ND,BHD,AO,48,one-way departures
2014,ND,DUB,GT,127,one-way departures
2014,ND,DUB,AM,142,one-way departures
2014,ND,DUB,AO,108,one-way departures
2014,ND,DUB,PE,158,one-way departures
2014,ND,DUB,CG,19,one-way departures
2014,ND,BHD,PH,123,one-way departures
2014,ND,DUB,TT,246,one-way departures
2014,ND,BHD,TH,268,one-way departures
2014,ND,BFS,PT,9406,one-way departures
2014,ND,BHD,OM,158,one-way departures
2014,ND,DUB,CD,63,one-way departures
2014,ND,DUB,NE,13,one-way departures
2014,ND,BHD,BB,9,one-way departures
2014,ND,DUB,BS,109,one-way departures
2014,ND,BHD,MR,4,one-way departures
2014,ND,BHD,RO,220,one-way departures
2014,ND,BHD,CY,26,one-way departures
2014,ND,BHD,BG,197,one-way departures
2014,ND,BHD,CD,4,one-way departures
2014,ND,DUB,MQ,21,one-way departures
2014,ND,DUB,BI,21,one-way departures
2014,ND,DUB,LA,25,one-way departures
2014,ND,BHD,KR,157,one-way departures
2014,ND,DUB,VG,23,one-way departures
2014,ND,BHD,BI,6,one-way departures
2014,ND,BHD,HT,2,one-way departures
2014,ND,DUB,KG,119,one-way departures
2014,ND,BFS,MX,59,one-way departures
2014,ND,BFS,NI,2,one-way departures
2014,ND,BHD,SK,3,one-way departures
2014,ND,DUB,SB,3,one-way departures
2014,ND,BHD,SG,310,one-way departures
2014,ND,DUB,SK,17614,one-way departures
2014,ND,BHD,NG,373,one-way departures
2014,ND,DUB,AG,39,one-way departures
2014,ND,BHD,KG,3,one-way departures
2014,ND,DUB,MR,12,one-way departures
2014,ND,BHD,GT,4,one-way departures
2014,ND,DUB,MV,8,one-way departures
2014,ND,BHD,TT,13,one-way departures
2014,ND,DUB,BN,10,one-way departures
2014,ND,BHD,PE,18,one-way departures
2014,ND,BHD,MU,15,one-way departures
2014,ND,BHD,GE,6,one-way departures
2014,ND,BHD,BN,2,one-way departures
2015,POO,DUB,DE,473937,one-way departures
2015,POO,DUB,IT,236833,one-way departures
2015,POO,DUB,CH,100516,one-way departures
2015,POO,BHD,GB,410757,one-way departures
2015,POO,DUB,PL,115894,one-way departures
2015,POO,DUB,IL,14934,one-way departures
2015,POO,DUB,AE,11951,one-way departures
2015,POO,DUB,ZA,12431,one-way departures
2015,POO,DUB,HK,5849,one-way departures
2015,POO,DUB,TR,14751,one-way departures
2015,POO,BHD,DK,1329,one-way departures
2015,POO,DUB,BR,23854,one-way departures
2015,POO,BHD,CA,3412,one-way departures
2015,POO,BHD,RU,591,one-way departures
2015,POO,DUB,PK,1864,one-way departures
2015,POO,DUB,FI,25986,one-way departures
2015,POO,BHD,AU,2668,one-way departures
2015,POO,BHD,NO,1505,one-way departures
2015,POO,DUB,ET,334,one-way departures
2015,POO,DUB,AF,378,one-way departures
2015,POO,BHD,US,6917,one-way departures
2015,POO,DUB,MT,9644,one-way departures
2015,POO,BHD,JP,695,one-way departures
2015,POO,BHD,MA,111,one-way departures
2015,POO,DUB,CZ,32481,one-way departures
2015,POO,DUB,BE,107426,one-way departures
2015,POO,BHD,SA,1040,one-way departures
2015,POO,BHD,MY,310,one-way departures
2015,POO,DUB,PM,77,one-way departures
2015,POO,DUB,JO,677,one-way departures
2015,POO,BHD,CO,110,one-way departures
2015,POO,BHD,HU,249,one-way departures
2015,POO,DUB,UG,391,one-way departures
2015,POO,BHD,HR,114,one-way departures
2015,POO,LDY,GB,61117,one-way departures
2015,POO,BHD,TW,82,one-way departures
2015,POO,DUB,PA,127,one-way departures
2015,POO,DUB,KE,1098,one-way departures
2015,POO,DUB,CM,144,one-way departures
2015,POO,DUB,DZ,392,one-way departures
2015,POO,BHD,IQ,150,one-way departures
2015,POO,BHD,CL,107,one-way departures
2015,POO,BHD,ZM,38,one-way departures
2015,POO,BHD,AZ,112,one-way departures
2015,POO,BHD,LK,56,one-way departures
2015,POO,BHD,BM,60,one-way departures
2015,POO,DUB,RW,74,one-way departures
2015,POO,DUB,FO,153,one-way departures
2015,POO,BHD,IS,84,one-way departures
2015,POO,BHD,SO,8,one-way departures
2015,POO,LDY,DK,7,one-way departures
2015,POO,DUB,ZW,276,one-way departures
2015,POO,BFS,MK,7,one-way departures
2015,POO,DUB,AW,23,one-way departures
2015,POO,DUB,TN,573,one-way departures
2015,POO,BHD,JM,13,one-way departures
2015,POO,DUB,SV,85,one-way departures
2015,POO,BHD,CI,12,one-way departures
2015,POO,DUB,AL,301,one-way departures
2015,POO,BFS,NZ,38,one-way departures
2015,POO,DUB,MZ,104,one-way departures
2015,POO,BHD,SD,29,one-way departures
2015,POO,DUB,SS,97,one-way departures
2015,POO,DUB,HN,49,one-way departures
2015,POO,BHD,NA,33,one-way departures
2015,POO,BHD,BY,9,one-way departures
2015,POO,BHD,VE,12,one-way departures
2015,POO,BHD,KY,38,one-way departures
2015,POO,BHD,KZ,82,one-way departures
2015,POO,DUB,DO,79,one-way departures
2015,POO,DUB,BW,266,one-way departures
2015,POO,BFS,GR,442,one-way departures
2015,POO,BFS,FR,14625,one-way departures
2015,POO,BFS,MX,36,one-way departures
2015,POO,BHD,KH,15,one-way departures
2015,POO,BHD,SI,32,one-way departures
2015,POO,BHD,TZ,43,one-way departures
2015,POO,BFS,EC,1,one-way departures
2015,POO,DUB,GW,2,one-way departures
2015,POO,DUB,ER,6,one-way departures
2015,POO,DUB,GD,12,one-way departures
2015,POO,DUB,GP,10,one-way departures
2015,POO,BHD,CU,3,one-way departures
2015,POO,DUB,SX,8,one-way departures
2015,POO,DUB,LR,39,one-way departures
2015,POO,BHD,BF,1,one-way departures
2015,POO,BHD,LB,152,one-way departures
2015,POO,DUB,GQ,8,one-way departures
2015,POO,BFS,KW,1,one-way departures
2015,POO,BHD,MM,36,one-way departures
2015,POO,BHD,CV,0,one-way departures
2016,ND,DUB,FI,28127,one-way departures
2016,ND,DUB,PL,140569,one-way departures
2016,ND,BHD,AT,922,one-way departures
2016,ND,DUB,IT,206751,one-way departures
2016,ND,DUB,BR,27502,one-way departures
2016,ND,DUB,AE,10949,one-way departures
2016,ND,DUB,CH,98869,one-way departures
2016,ND,DUB,ZA,12620,one-way departures
2016,ND,DUB,TR,9588,one-way departures
2016,ND,DUB,CZ,23839,one-way departures
2016,ND,DUB,DE,385504,one-way departures
2016,ND,DUB,IL,16760,one-way departures
2016,ND,DUB,BE,98305,one-way departures
2016,ND,BHD,SE,1679,one-way departures
2016,ND,BHD,ES,10196,one-way departures
2016,ND,DUB,HK,8086,one-way departures
2016,ND,BHD,IN,1405,one-way departures
2016,ND,DUB,JO,942,one-way departures
2016,ND,DUB,TN,350,one-way departures
2016,ND,BHD,SG,465,one-way departures
2016,ND,DUB,PK,1585,one-way departures
2016,ND,BHD,KR,268,one-way departures
2016,ND,DUB,UG,419,one-way departures
2016,ND,BFS,PT,13585,one-way departures
2016,ND,BHD,LU,209,one-way departures
2016,ND,DUB,KE,1021,one-way departures
2016,ND,DUB,BW,219,one-way departures
2016,ND,DUB,ZW,324,one-way departures
2016,ND,BHD,PH,318,one-way departures
2016,ND,DUB,PA,222,one-way departures
2016,ND,BHD,IE,316,one-way departures
2016,ND,BHD,CN,1146,one-way departures
2016,ND,DUB,AL,260,one-way departures
2016,ND,BHD,AO,67,one-way departures
2016,ND,DUB,AF,140,one-way departures
2016,ND,DUB,DZ,452,one-way departures
2016,ND,BHD,NG,271,one-way departures
2016,ND,DUB,CM,129,one-way departures
2016,ND,DUB,HN,114,one-way departures
2016,ND,BHD,BS,77,one-way departures
2016,ND,DUB,MZ,117,one-way departures
2016,ND,DUB,SV,118,one-way departures
2016,ND,DUB,MT,10979,one-way departures
2016,ND,DUB,SC,34,one-way departures
2016,ND,DUB,DO,43,one-way departures
2016,ND,DUB,FO,36,one-way departures
2016,ND,BHD,TH,317,one-way departures
2016,ND,BHD,RO,250,one-way departures
2016,ND,BHD,OM,227,one-way departures
2016,ND,DUB,ET,404,one-way departures
2016,ND,BHD,PE,37,one-way departures
2016,ND,DUB,GD,36,one-way departures
2016,ND,BFS,FR,21294,one-way departures
2016,ND,DUB,PM,15,one-way departures
2016,ND,BHD,BG,214,one-way departures
2016,ND,BHD,NL,4190,one-way departures
2016,ND,DUB,LR,46,one-way departures
2016,ND,DUB,SX,17,one-way departures
2016,ND,BFS,BD,3,one-way departures
2016,ND,DUB,RW,85,one-way departures
2016,ND,BFS,NZ,15,one-way departures
2016,ND,BFS,MX,30,one-way departures
2016,ND,BHD,GT,13,one-way departures
2016,ND,BHD,BN,18,one-way departures
2016,ND,BFS,LT,7222,one-way departures
2016,ND,BHD,HT,6,one-way departures
2016,ND,DUB,CW,28,one-way departures
2016,ND,BFS,KW,2,one-way departures
2016,ND,BHD,SK,1,one-way departures
2016,ND,BHD,TT,90,one-way departures
2016,ND,BHD,MU,34,one-way departures
2016,ND,BHD,CY,57,one-way departures
2016,ND,DUB,SS,73,one-way departures
2016,ND,BHD,KG,1,one-way departures
2016,ND,DUB,GP,10,one-way departures
2017,ND,DUB,IT,229905,one-way departures
2017,ND,BHD,GB,378919,one-way departures
2017,ND,DUB,BE,87208,one-way departures
2017,ND,DUB,DE,434762,one-way departures
2017,ND,DUB,CH,102235,one-way departures
2017,ND,DUB,PL,122746,one-way departures
2017,ND,DUB,CZ,26250,one-way departures
2017,ND,DUB,FI,32823,one-way departures
2017,ND,BFS,PL,25849,one-way departures
2017,ND,BFS,DE,6410,one-way departures
2017,ND,DUB,MT,5785,one-way departures
2017,ND,BFS,IT,5381,one-way departures
2017,ND,DUB,TR,9368,one-way departures
2017,ND,DUB,AE,11132,one-way departures
2017,ND,DUB,IL,15730,one-way departures
2017,ND,DUB,KE,1225,one-way departures
2017,ND,DUB,JO,978,one-way departures
2017,ND,DUB,BR,31364,one-way departures
2017,ND,DUB,ZA,16660,one-way departures
2017,ND,BHD,US,13282,one-way departures
2017,ND,BHD,DK,2547,one-way departures
2017,ND,DUB,HK,8687,one-way departures
2017,ND,DUB,TN,312,one-way departures
2017,ND,BFS,MT,126,one-way departures
2017,ND,BHD,CA,3606,one-way departures
2017,ND,BHD,NO,1604,one-way departures
2017,ND,BHD,LB,324,one-way departures
2017,ND,DUB,PK,1439,one-way departures
2017,ND,DUB,AL,315,one-way departures
2017,ND,DUB,ET,363,one-way departures
2017,ND,BHD,AU,2853,one-way departures
2017,ND,BHD,HR,174,one-way departures
2017,ND,BHD,SA,770,one-way departures
2017,ND,BHD,CL,164,one-way departures
2017,ND,BHD,KY,82,one-way departures
2017,ND,DUB,UG,378,one-way departures
2017,ND,DUB,PA,260,one-way departures
2017,ND,DUB,ZW,353,one-way departures
2017,ND,DUB,DZ,541,one-way departures
2017,ND,BHD,JP,819,one-way departures
2017,ND,BHD,IQ,171,one-way departures
2017,ND,BHD,MY,539,one-way departures
2017,ND,BHD,TW,160,one-way departures
2017,ND,DUB,SV,81,one-way departures
2017,ND,BHD,RU,749,one-way departures
2017,ND,DUB,CM,85,one-way departures
2017,ND,DUB,BW,143,one-way departures
2017,ND,BHD,AZ,59,one-way departures
2017,ND,BHD,CO,104,one-way departures
2017,ND,BHD,SI,49,one-way departures
2017,ND,BHD,BM,18,one-way departures
2017,ND,DUB,FO,96,one-way departures
2017,ND,DUB,SC,19,one-way departures
2017,ND,BHD,MM,23,one-way departures
2017,ND,BHD,KZ,103,one-way departures
2017,ND,DUB,MZ,144,one-way departures
2017,ND,DUB,LR,50,one-way departures
2017,ND,BHD,SO,13,one-way departures
2017,ND,BHD,LK,98,one-way departures
2017,ND,DUB,HN,63,one-way departures
2017,ND,BHD,HU,331,one-way departures
2017,ND,BHD,MA,138,one-way departures
2017,ND,DUB,DO,74,one-way departures
2017,ND,BHD,SD,8,one-way departures
2017,ND,BHD,KH,18,one-way departures
2017,ND,BHD,FJ,10,one-way departures
2017,ND,BHD,TZ,25,one-way departures
2017,ND,DUB,RW,102,one-way departures
2017,ND,BHD,IS,505,one-way departures
2017,ND,DUB,GD,30,one-way departures
2017,ND,BHD,LV,60,one-way departures
2017,ND,BHD,NA,28,one-way departures
2017,ND,BHD,VE,17,one-way departures
2017,ND,BFS,ZA,8,one-way departures
2017,ND,BFS,CZ,40,one-way departures
2017,ND,BFS,CH,3352,one-way departures
2017,ND,DUB,SS,54,one-way departures
2017,ND,BHD,TJ,2,one-way departures
2017,ND,BHD,DJ,2,one-way departures
2017,ND,BHD,ZM,33,one-way departures
2017,ND,DUB,GQ,7,one-way departures
2017,ND,BFS,PK,1,one-way departures
2017,ND,BHD,TD,7,one-way departures
2017,ND,BHD,BY,5,one-way departures
2017,ND,LDY,IT,1,one-way departures
2017,ND,BHD,GY,1,one-way departures
2017,ND,BHD,CI,7,one-way departures
2017,ND,BHD,00,2,one-way departures
2018,ND,DUB,AU,87452,one-way departures
2018,ND,DUB,GB,2150998,one-way departures
2018,ND,DUB,US,896474,one-way departures
2018,ND,BHD,ES,5362,one-way departures
2018,ND,DUB,MA,7393,one-way departures
2018,ND,BFS,FR,23786,one-way departures
2018,ND,DUB,IS,5522,one-way departures
2018,ND,DUB,CA,112667,one-way departures
2018,ND,BFS,PT,20406,one-way departures
2018,ND,DUB,MD,1988,one-way departures
2018,ND,DUB,DK,53923,one-way departures
2018,ND,BFS,GR,1267,one-way departures
2018,ND,DUB,SD,772,one-way departures
2018,ND,DUB,BY,529,one-way departures
2018,ND,DUB,MY,4348,one-way departures
2018,ND,DUB,SI,1171,one-way departures
2018,ND,DUB,RU,12790,one-way departures
2018,ND,DUB,NO,34676,one-way departures
2018,ND,DUB,HR,31855,one-way departures
2018,ND,DUB,JP,13981,one-way departures
2018,ND,DUB,SA,5675,one-way departures
2018,ND,DUB,LV,14998,one-way departures
2018,ND,BHD,IE,627,one-way departures
2018,ND,DUB,IQ,605,one-way departures
2018,ND,BHD,RO,237,one-way departures
2018,ND,DUB,CO,548,one-way departures
2018,ND,DUB,LB,1580,one-way departures
2018,ND,DUB,HU,32079,one-way departures
2018,ND,DUB,CL,1483,one-way departures
2018,ND,BHD,SE,1602,one-way departures
2018,ND,DUB,TW,2353,one-way departures
2018,ND,DUB,BM,558,one-way departures
2018,ND,BHD,NG,322,one-way departures
2018,ND,DUB,KZ,667,one-way departures
2018,ND,DUB,ZM,344,one-way departures
2018,ND,BHD,IN,1819,one-way departures
2018,ND,DUB,KY,505,one-way departures
2018,ND,DUB,VE,115,one-way departures
2018,ND,BHD,OM,255,one-way departures
2018,ND,BHD,KR,368,one-way departures
2018,ND,BHD,CY,77,one-way departures
2018,ND,BHD,AT,1201,one-way departures
2018,ND,BHD,NL,6458,one-way departures
2018,ND,BHD,MU,72,one-way departures
2018,ND,BHD,SG,487,one-way departures
2018,ND,DUB,LK,409,one-way departures
2018,ND,BHD,TH,317,one-way departures
2018,ND,DUB,PR,2127,one-way departures
2018,ND,BHD,PH,244,one-way departures
2018,ND,BHD,CN,1534,one-way departures
2018,ND,DUB,JM,118,one-way departures
2018,ND,BHD,BG,179,one-way departures
2018,ND,BHD,UA,118,one-way departures
2018,ND,DUB,TZ,400,one-way departures
2018,ND,DUB,LS,46,one-way departures
2018,ND,DUB,DJ,55,one-way departures
2018,ND,DUB,AZ,233,one-way departures
2018,ND,BHD,PE,28,one-way departures
2018,ND,DUB,KH,97,one-way departures
2018,ND,DUB,MM,117,one-way departures
2018,ND,BHD,LU,159,one-way departures
2018,ND,BHD,GE,21,one-way departures
2018,ND,DUB,TJ,13,one-way departures
2018,ND,DUB,SO,19,one-way departures
2018,ND,DUB,SZ,10,one-way departures
2018,ND,DUB,SN,96,one-way departures
2018,ND,DUB,ME,43,one-way departures
2018,ND,DUB,CU,47,one-way departures
2018,ND,DUB,FJ,56,one-way departures
2018,ND,BFS,NZ,28,one-way departures
2018,ND,BFS,LT,8714,one-way departures
2018,ND,BHD,TT,13,one-way departures
2018,ND,DUB,NA,107,one-way departures
2018,ND,DUB,GY,37,one-way departures
2018,ND,DUB,TM,28,one-way departures
2018,ND,BFS,BD,1,one-way departures
2018,ND,DUB,BF,45,one-way departures
2018,ND,DUB,CI,49,one-way departures
2018,ND,DUB,00,9,one-way departures
2018,ND,DUB,CV,2,one-way departures
2018,ND,BHD,GT,5,one-way departures
2018,ND,DUB,CF,15,one-way departures
2018,ND,BHD,MR,1,one-way departures
2018,ND,DUB,TD,11,one-way departures
2019,ND,DUB,GB,2042581,one-way departures
2019,ND,DUB,US,936985,one-way departures
2019,ND,DUB,HU,42428,one-way departures
2019,ND,DUB,CA,113161,one-way departures
2019,ND,DUB,DK,55891,one-way departures
2019,ND,DUB,LV,18386,one-way departures
2019,ND,DUB,NO,35669,one-way departures
2019,ND,DUB,HR,35416,one-way departures
2019,ND,DUB,RU,16381,one-way departures
2019,ND,BFS,PL,19174,one-way departures
2019,ND,BFS,MT,1389,one-way departures
2019,ND,DUB,TW,2755,one-way departures
2019,ND,DUB,AU,79542,one-way departures
2019,ND,DUB,JP,13895,one-way departures
2019,ND,DUB,SA,5387,one-way departures
2019,ND,DUB,PR,2606,one-way departures
2019,ND,DUB,MY,4149,one-way departures
2019,ND,DUB,LB,2096,one-way departures
2019,ND,BHD,FR,3281,one-way departures
2019,ND,DUB,BY,625,one-way departures
2019,ND,DUB,SI,903,one-way departures
2019,ND,DUB,MA,5747,one-way departures
2019,ND,DUB,CL,2050,one-way departures
2019,ND,BHD,BH,141,one-way departures
2019,ND,BHD,KW,240,one-way departures
2019,ND,DUB,BM,543,one-way departures
2019,ND,DUB,IQ,669,one-way departures
2019,ND,DUB,KZ,820,one-way departures
2019,ND,BHD,NZ,554,one-way departures
2019,ND,BHD,MX,223,one-way departures
2019,ND,DUB,KH,125,one-way departures
2019,ND,BHD,GH,124,one-way departures
2019,ND,DUB,LK,412,one-way departures
2019,ND,DUB,JM,137,one-way departures
2019,ND,DUB,NA,146,one-way departures
2019,ND,DUB,IS,4821,one-way departures
2019,ND,DUB,MM,92,one-way departures
2019,ND,DUB,CO,604,one-way departures
2019,ND,BHD,EE,106,one-way departures
2019,ND,DUB,ZM,333,one-way departures
2019,ND,DUB,SN,82,one-way departures
2019,ND,BHD,BD,54,one-way departures
2019,ND,BHD,VN,132,one-way departures
2019,ND,BHD,RS,54,one-way departures
2019,ND,BHD,AR,102,one-way departures
2019,ND,BHD,GR,196,one-way departures
2019,ND,BFS,DE,2850,one-way departures
2019,ND,DUB,TM,9,one-way departures
2019,ND,DUB,VE,82,one-way departures
2019,ND,BHD,ID,331,one-way departures
2019,ND,BHD,MW,40,one-way departures
2019,ND,BHD,PT,3762,one-way departures
2019,ND,DUB,LS,32,one-way departures
2019,ND,BFS,CH,3391,one-way departures
2019,ND,DUB,KY,586,one-way departures
2019,ND,DUB,BF,45,one-way departures
2019,ND,DUB,DJ,49,one-way departures
2019,ND,DUB,SZ,18,one-way departures
2019,ND,BFS,IT,12757,one-way departures
2019,ND,BHD,QA,169,one-way departures
2019,ND,DUB,CI,44,one-way departures
2019,ND,BHD,EG,250,one-way departures
2019,ND,DUB,TZ,240,one-way departures
2019,ND,BFS,ZA,12,one-way departures
2019,ND,DUB,GI,9,one-way departures
2019,ND,DUB,TD,12,one-way departures
2019,ND,BFS,IL,10,one-way departures
2019,ND,DUB,FJ,40,one-way departures
2019,ND,BHD,UY,28,one-way departures
