year,pull_basis,airport,source_market_poo_country,inbound_pax,basis
2019,ND,BHD,GT,2,one-way departures
2019,ND,DUB,GQ,4,one-way departures
2021,ND,BFS,IS,1175,one-way departures
2021,ND,BFS,CA,17,one-way departures
2021,ND,BHD,HN,4,one-way departures
2021,ND,BHD,SV,2,one-way departures
2021,ND,BFS,NO,11,one-way departures
2021,ND,DUB,GU,2,one-way departures
2021,ND,DUB,BL,1,one-way departures
2021,ND,BFS,KZ,2,one-way departures
2022,ND,BHD,LT,5,one-way departures
2022,ND,BHD,CR,16,one-way departures
2022,ND,DUB,CV,6,one-way departures
2022,ND,BHD,VU,1,one-way departures
2022,ND,BHD,LY,1,one-way departures
2022,ND,BHD,EC,1,one-way departures
2022,ND,BHD,TC,1,one-way departures
2024,ND,BFS,TN,3205,one-way departures
2024,ND,BHD,GI,146,one-way departures
2024,ND,DUB,ME,128,one-way departures
2024,ND,DUB,GA,41,one-way departures
2024,ND,BHD,SH,4,one-way departures
2024,ND,LDY,JP,5,one-way departures
2024,ND,LDY,LK,1,one-way departures
2025,ND,DUB,GI,294,one-way departures
2025,ND,BHD,HU,195,one-way departures
2025,ND,BHD,GI,7,one-way departures
2025,ND,BHD,RU,9,one-way departures
2025,ND,BHD,MM,3,one-way departures
2025,ND,LDY,RO,2,one-way departures
2013,POO,BFS,HU,7,one-way departures
2013,POO,BFS,LB,4,one-way departures
2013,POO,DUB,BL,4,one-way departures
2023,ND,BHD,LC,37,one-way departures
2023,ND,LDY,MA,16,one-way departures
2023,ND,BHD,IR,2,one-way departures
2023,ND,BHD,BO,1,one-way departures
2023,ND,LDY,ZM,1,one-way departures
2014,ND,LDY,DE,5,one-way departures
2014,ND,BHD,CR,3,one-way departures
2014,ND,BFS,GT,2,one-way departures
2014,ND,BHD,BJ,1,one-way departures
2015,POO,DUB,TJ,2,one-way departures
2015,POO,BFS,PE,1,one-way departures
2016,ND,BFS,CY,2310,one-way departures
2016,ND,BHD,TC,4,one-way departures
2016,ND,DUB,TJ,4,one-way departures
2016,ND,BFS,SK,0,one-way departures
2016,ND,DUB,CV,0,one-way departures
2017,ND,LDY,IS,20,one-way departures
2017,ND,DUB,CV,4,one-way departures
2017,ND,BHD,GW,1,one-way departures
2017,ND,BFS,RU,1,one-way departures
2018,ND,BFS,UA,3,one-way departures
2018,ND,BFS,TH,2,one-way departures
2018,ND,BHD,ML,2,one-way departures
2018,ND,LDY,RE,2,one-way departures
2018,ND,LDY,VN,0,one-way departures
2019,ND,BFS,IS,2054,one-way departures
2019,ND,BHD,CD,4,one-way departures
2019,ND,BFS,LV,3,one-way departures
2019,ND,BHD,NE,1,one-way departures
2019,ND,BFS,JP,1,one-way departures
2019,ND,DUB,NR,1,one-way departures
2019,ND,BFS,BY,1,one-way departures
2021,ND,DUB,VU,1,one-way departures
2021,ND,BHD,PA,1,one-way departures
2021,ND,BHD,RW,0,one-way departures
2021,ND,BHD,AW,3,one-way departures
2021,ND,BFS,HU,4,one-way departures
2022,ND,BFS,IS,28,one-way departures
2022,ND,BHD,ML,5,one-way departures
2022,ND,BFS,MY,1,one-way departures
2024,ND,BHD,BY,115,one-way departures
2024,ND,DUB,YE,12,one-way departures
2024,ND,BHD,GY,2,one-way departures
2024,ND,BHD,CI,1,one-way departures
2024,ND,BHD,DJ,1,one-way departures
2024,ND,BHD,SO,1,one-way departures
2024,ND,LDY,ZM,1,one-way departures
2025,ND,BFS,EG,4950,one-way departures
2025,ND,BFS,MX,39,one-way departures
2025,ND,DUB,TJ,10,one-way departures
2025,ND,BHD,ME,6,one-way departures
2025,ND,LDY,GE,3,one-way departures
2025,ND,BHD,GA,3,one-way departures
2025,ND,LDY,TH,2,one-way departures
2025,ND,LDY,CY,2,one-way departures
2025,ND,BHD,GY,1,one-way departures
2025,ND,BHD,CI,0,one-way departures
2013,POO,DUB,CA,53741,one-way departures
2013,POO,DUB,NO,46843,one-way departures
2013,POO,DUB,US,452776,one-way departures
2013,POO,DUB,GB,1468261,one-way departures
2013,POO,DUB,JP,10125,one-way departures
2013,POO,DUB,DK,55951,one-way departures
2013,POO,DUB,AU,52992,one-way departures
2013,POO,DUB,RU,12119,one-way departures
2013,POO,BHD,BE,999,one-way departures
2013,POO,DUB,MY,3053,one-way departures
2013,POO,BHD,HK,1337,one-way departures
2013,POO,DUB,LB,1693,one-way departures
2013,POO,DUB,SA,5348,one-way departures
2013,POO,BHD,IT,1737,one-way departures
2013,POO,DUB,HR,18606,one-way departures
2013,POO,BHD,IL,506,one-way departures
2013,POO,DUB,CL,883,one-way departures
2013,POO,BHD,CH,1445,one-way departures
2013,POO,DUB,LK,373,one-way departures
2013,POO,DUB,IQ,427,one-way departures
2013,POO,DUB,AZ,200,one-way departures
2013,POO,BHD,DE,4106,one-way departures
2013,POO,BHD,PL,302,one-way departures
2013,POO,DUB,KZ,426,one-way departures
2013,POO,DUB,SI,1007,one-way departures
2013,POO,DUB,MA,1974,one-way departures
2013,POO,BHD,BR,706,one-way departures
2013,POO,DUB,TZ,364,one-way departures
2013,POO,DUB,MD,405,one-way departures
2013,POO,BHD,CZ,395,one-way departures
2013,POO,BHD,AE,646,one-way departures
2013,POO,BHD,ZA,707,one-way departures
2013,POO,BHD,KE,137,one-way departures
2013,POO,DUB,SN,99,one-way departures
2013,POO,DUB,HU,29587,one-way departures
2013,POO,DUB,SD,838,one-way departures
2013,POO,DUB,VE,2723,one-way departures
2013,POO,BHD,FI,699,one-way departures
2013,POO,DUB,CO,483,one-way departures
2013,POO,DUB,TD,39,one-way departures
2013,POO,DUB,KY,391,one-way departures
2013,POO,DUB,CI,72,one-way departures
2013,POO,DUB,PR,644,one-way departures
2013,POO,BHD,ZW,60,one-way departures
2013,POO,DUB,LV,16903,one-way departures
2013,POO,BFS,MX,110,one-way departures
2013,POO,DUB,BY,458,one-way departures
2013,POO,DUB,KH,85,one-way departures
2013,POO,DUB,TW,605,one-way departures
2013,POO,DUB,BF,20,one-way departures
2013,POO,DUB,BM,554,one-way departures
2013,POO,BHD,TR,368,one-way departures
2013,POO,DUB,IS,311,one-way departures
2013,POO,BHD,TN,17,one-way departures
2013,POO,BFS,FR,14048,one-way departures
2013,POO,DUB,NA,62,one-way departures
2013,POO,DUB,ZM,256,one-way departures
2013,POO,DUB,JM,311,one-way departures
2013,POO,DUB,LS,68,one-way departures
2013,POO,DUB,YE,75,one-way departures
2013,POO,BHD,BW,14,one-way departures
2013,POO,BHD,UG,70,one-way departures
2013,POO,DUB,MM,89,one-way departures
2013,POO,DUB,MG,23,one-way departures
2013,POO,DUB,FJ,51,one-way departures
2013,POO,BHD,AF,49,one-way departures
2013,POO,BHD,DO,3,one-way departures
2013,POO,DUB,TJ,6,one-way departures
2013,POO,BHD,PK,39,one-way departures
2013,POO,DUB,SZ,30,one-way departures
2013,POO,DUB,ME,93,one-way departures
2013,POO,BHD,AL,21,one-way departures
2013,POO,BHD,SS,10,one-way departures
2013,POO,BFS,NI,1,one-way departures
2013,POO,BHD,RW,1,one-way departures
2013,POO,BHD,HN,1,one-way departures
2013,POO,DUB,CU,37,one-way departures
2013,POO,BHD,MZ,10,one-way departures
2013,POO,BHD,DZ,16,one-way departures
2013,POO,BFS,AR,3,one-way departures
2013,POO,DUB,00,25,one-way departures
2013,POO,DUB,DJ,8,one-way departures
2013,POO,DUB,GA,19,one-way departures
2013,POO,DUB,GY,11,one-way departures
2013,POO,DUB,UZ,257,one-way departures
2013,POO,DUB,GI,10,one-way departures
2013,POO,BFS,LT,1,one-way departures
2013,POO,BHD,PA,3,one-way departures
2013,POO,BHD,SV,1,one-way departures
2013,POO,BHD,LR,11,one-way departures
2023,ND,DUB,ES,464877,one-way departures
2023,ND,BHD,GB,289217,one-way departures
2023,ND,DUB,RO,43053,one-way departures
2023,ND,BFS,GB,680137,one-way departures
2023,ND,DUB,AT,39886,one-way departures
2023,ND,DUB,SK,9872,one-way departures
2023,ND,BFS,HU,3456,one-way departures
2023,ND,DUB,BG,14790,one-way departures
2023,ND,DUB,CY,4821,one-way departures
2023,ND,DUB,SE,38223,one-way departures
2023,ND,DUB,IN,21795,one-way departures
2023,ND,DUB,NL,123715,one-way departures
2023,ND,DUB,CN,14941,one-way departures
2023,ND,BFS,HR,380,one-way departures
2023,ND,DUB,KR,3209,one-way departures
2023,ND,BHD,US,27500,one-way departures
2023,ND,DUB,LU,18560,one-way departures
2023,ND,BHD,NO,573,one-way departures
2023,ND,BHD,HU,381,one-way departures
2023,ND,BHD,CA,2639,one-way departures
2023,ND,DUB,NG,2755,one-way departures
2023,ND,DUB,PE,425,one-way departures
2023,ND,DUB,PH,1763,one-way departures
2023,ND,BFS,MA,1251,one-way departures
2023,ND,DUB,OM,600,one-way departures
2023,ND,DUB,SG,5269,one-way departures
2023,ND,BHD,AU,2737,one-way departures
2023,ND,DUB,AG,302,one-way departures
2023,ND,DUB,BB,892,one-way departures
2023,ND,DUB,TH,1986,one-way departures
2023,ND,BFS,ME,237,one-way departures
2023,ND,DUB,MU,609,one-way departures
2023,ND,DUB,CG,120,one-way departures
2023,ND,DUB,MV,198,one-way departures
2023,ND,DUB,BS,219,one-way departures
2023,ND,DUB,AM,214,one-way departures
2023,ND,BHD,JP,793,one-way departures
2023,ND,BHD,DK,1348,one-way departures
2023,ND,BHD,MY,214,one-way departures
2023,ND,BHD,HR,166,one-way departures
2023,ND,BHD,SI,35,one-way departures
2023,ND,BHD,SA,441,one-way departures
2023,ND,BHD,MA,137,one-way departures
2023,ND,BHD,CO,108,one-way departures
2023,ND,BFS,DK,141,one-way departures
2023,ND,DUB,GT,313,one-way departures
2023,ND,BHD,BM,258,one-way departures
2023,ND,BHD,TW,78,one-way departures
2023,ND,BHD,AZ,31,one-way departures
2023,ND,DUB,TT,455,one-way departures
2023,ND,DUB,GN,159,one-way departures
2023,ND,BHD,KH,21,one-way departures
2023,ND,BHD,CL,94,one-way departures
2023,ND,DUB,AO,131,one-way departures
2023,ND,DUB,BN,21,one-way departures
2023,ND,DUB,CD,162,one-way departures
2023,ND,BHD,NA,10,one-way departures
2023,ND,BHD,LK,52,one-way departures
2023,ND,DUB,GE,656,one-way departures
2023,ND,DUB,NE,43,one-way departures
2023,ND,BHD,LB,21,one-way departures
2023,ND,BHD,ZM,27,one-way departures
2023,ND,BHD,00,9,one-way departures
2023,ND,DUB,HT,6,one-way departures
2023,ND,BHD,TZ,26,one-way departures
2023,ND,BHD,IS,54,one-way departures
2023,ND,DUB,VG,10,one-way departures
2023,ND,BHD,JM,102,one-way departures
2023,ND,BHD,DJ,4,one-way departures
2023,ND,BHD,LS,2,one-way departures
2023,ND,DUB,LA,19,one-way departures
2023,ND,BHD,SN,3,one-way departures
2023,ND,BHD,KY,76,one-way departures
2023,ND,BHD,TJ,1,one-way departures
2023,ND,BHD,KZ,64,one-way departures
2023,ND,BHD,IQ,59,one-way departures
2023,ND,LDY,NZ,1,one-way departures
2023,ND,DUB,GF,127,one-way departures
2023,ND,BFS,AU,21,one-way departures
2023,ND,BHD,FJ,3,one-way departures
2023,ND,LDY,PT,2,one-way departures
2023,ND,BHD,SO,10,one-way departures
2023,ND,DUB,MR,4,one-way departures
2023,ND,LDY,GR,9,one-way departures
2023,ND,LDY,MX,0,one-way departures
2023,ND,DUB,MQ,53,one-way departures
2014,ND,DUB,NO,43079,one-way departures
2014,ND,DUB,US,449763,one-way departures
2014,ND,DUB,RU,15844,one-way departures
2014,ND,DUB,JP,12446,one-way departures
2014,ND,DUB,GB,1534355,one-way departures
2014,ND,DUB,CA,76121,one-way departures
2014,ND,DUB,MY,3429,one-way departures
2014,ND,DUB,AU,65044,one-way departures
2014,ND,BFS,IT,1281,one-way departures
2014,ND,BHD,GB,395913,one-way departures
2014,ND,DUB,VE,6532,one-way departures
2014,ND,DUB,SA,5814,one-way departures
2014,ND,DUB,LB,1474,one-way departures
2014,ND,DUB,DK,52520,one-way departures
2014,ND,BHD,SA,800,one-way departures
2014,ND,DUB,MD,555,one-way departures
2014,ND,DUB,SI,936,one-way departures
2014,ND,LDY,ES,755,one-way departures
2014,ND,BHD,CA,3496,one-way departures
2014,ND,DUB,AZ,332,one-way departures
2014,ND,DUB,HU,31090,one-way departures
2014,ND,DUB,MA,4571,one-way departures
2014,ND,DUB,HR,14293,one-way departures
2014,ND,DUB,BY,338,one-way departures
2014,ND,DUB,BM,561,one-way departures
2014,ND,DUB,KZ,382,one-way departures
2014,ND,DUB,LK,436,one-way departures
2014,ND,BHD,LB,209,one-way departures
2014,ND,BHD,JP,679,one-way departures
2014,ND,BHD,NO,1207,one-way departures
2014,ND,DUB,CL,903,one-way departures
2014,ND,DUB,IQ,500,one-way departures
2014,ND,BHD,MY,244,one-way departures
2014,ND,BHD,US,6107,one-way departures
2014,ND,DUB,LV,18691,one-way departures
2014,ND,BHD,RU,628,one-way departures
2014,ND,DUB,KY,444,one-way departures
2014,ND,BHD,AU,3208,one-way departures
2014,ND,BHD,DK,1146,one-way departures
2014,ND,DUB,PR,1355,one-way departures
2014,ND,BHD,HR,130,one-way departures
2014,ND,BHD,IS,55,one-way departures
2014,ND,DUB,TW,990,one-way departures
2014,ND,DUB,UZ,19,one-way departures
2014,ND,DUB,GI,30,one-way departures
2014,ND,BHD,LK,68,one-way departures
2014,ND,BHD,CL,53,one-way departures
2014,ND,DUB,TZ,356,one-way departures
2014,ND,DUB,IS,280,one-way departures
2014,ND,BHD,AZ,102,one-way departures
2014,ND,DUB,CO,617,one-way departures
2014,ND,BHD,LV,20,one-way departures
2014,ND,DUB,ZM,344,one-way departures
2014,ND,DUB,SO,15,one-way departures
2014,ND,DUB,KH,76,one-way departures
2014,ND,DUB,SN,80,one-way departures
2014,ND,DUB,SZ,39,one-way departures
2014,ND,BFS,BR,15,one-way departures
2014,ND,DUB,00,85,one-way departures
2014,ND,DUB,JM,239,one-way departures
2014,ND,BFS,DE,128,one-way departures
2014,ND,BHD,IQ,182,one-way departures
2014,ND,BFS,PL,5010,one-way departures
2014,ND,BHD,NA,23,one-way departures
2014,ND,BHD,GI,6,one-way departures
2014,ND,BHD,BY,8,one-way departures
2014,ND,DUB,MM,51,one-way departures
2014,ND,BHD,MA,84,one-way departures
2014,ND,BHD,KZ,70,one-way departures
2014,ND,BHD,HU,148,one-way departures
2014,ND,BFS,BE,27,one-way departures
2014,ND,BHD,VE,11,one-way departures
2014,ND,DUB,CI,57,one-way departures
2014,ND,BHD,KY,36,one-way departures
2014,ND,BHD,ZM,65,one-way departures
2014,ND,DUB,CV,9,one-way departures
2014,ND,BHD,MM,22,one-way departures
2014,ND,BHD,00,9,one-way departures
2014,ND,BHD,CU,4,one-way departures
2014,ND,DUB,NA,57,one-way departures
2014,ND,BHD,TZ,14,one-way departures
2014,ND,DUB,DJ,11,one-way departures
2014,ND,DUB,MG,16,one-way departures
2014,ND,BFS,SX,3,one-way departures
2014,ND,DUB,SD,646,one-way departures
2014,ND,DUB,BF,11,one-way departures
2014,ND,DUB,ME,34,one-way departures
2014,ND,DUB,LS,14,one-way departures
2014,ND,DUB,CU,35,one-way departures
2014,ND,BHD,TW,37,one-way departures
2014,ND,BHD,SO,5,one-way departures
2014,ND,DUB,CF,3,one-way departures
2014,ND,DUB,VC,6,one-way departures
2014,ND,BHD,SI,23,one-way departures
2014,ND,DUB,FJ,25,one-way departures
2014,ND,BFS,TN,1,one-way departures
2014,ND,BHD,CO,52,one-way departures
2014,ND,BFS,HK,1,one-way departures
2014,ND,BFS,ZA,1,one-way departures
2014,ND,BFS,PA,8,one-way departures
2014,ND,BHD,JM,12,one-way departures
2014,ND,BHD,BM,32,one-way departures
2014,ND,BFS,CH,4471,one-way departures
2014,ND,DUB,GY,4,one-way departures
2014,ND,BHD,BF,3,one-way departures
2014,ND,BHD,GA,13,one-way departures
2014,ND,BHD,SD,23,one-way departures
2015,POO,DUB,FR,361561,one-way departures
2015,POO,DUB,RS,1534,one-way departures
2015,POO,BFS,IT,3730,one-way departures
2015,POO,BFS,CH,4171,one-way departures
2015,POO,DUB,NZ,8133,one-way departures
2015,POO,DUB,GR,13608,one-way departures
2015,POO,DUB,AR,2701,one-way departures
2015,POO,DUB,BH,1489,one-way departures
2015,POO,BHD,AT,549,one-way departures
2015,POO,BHD,NL,2904,one-way departures
2015,POO,DUB,BA,323,one-way departures
2015,POO,DUB,PT,92768,one-way departures
2015,POO,BHD,IN,1253,one-way departures
2015,POO,DUB,VN,595,one-way departures
2015,POO,DUB,IR,398,one-way departures
2015,POO,DUB,EG,1672,one-way departures
2015,POO,DUB,EE,2959,one-way departures
2015,POO,BHD,KR,229,one-way departures
2015,POO,BHD,SE,1442,one-way departures
2015,POO,DUB,KW,1389,one-way departures
2015,POO,BHD,TH,288,one-way departures
2015,POO,DUB,MX,3596,one-way departures
2015,POO,BHD,SG,367,one-way departures
2015,POO,BHD,BG,200,one-way departures
2015,POO,DUB,QA,1700,one-way departures
2015,POO,DUB,GH,347,one-way departures
2015,POO,BHD,RO,311,one-way departures
2015,POO,BHD,CN,1065,one-way departures
2015,POO,BHD,ES,9974,one-way departures
2015,POO,DUB,LT,22937,one-way departures
2015,POO,DUB,RE,126,one-way departures
2015,POO,DUB,SL,143,one-way departures
2015,POO,DUB,LY,94,one-way departures
2015,POO,DUB,ID,461,one-way departures
2015,POO,DUB,MN,114,one-way departures
2015,POO,BHD,LU,180,one-way departures
2015,POO,DUB,NC,208,one-way departures
2015,POO,BHD,NG,344,one-way departures
2015,POO,BHD,UA,130,one-way departures
2015,POO,DUB,MW,627,one-way departures
2015,POO,BHD,PH,152,one-way departures
2015,POO,DUB,UY,453,one-way departures
2015,POO,BHD,AO,37,one-way departures
2015,POO,DUB,CR,268,one-way departures
2015,POO,BHD,AM,12,one-way departures
2015,POO,BHD,OM,160,one-way departures
2015,POO,DUB,BD,353,one-way departures
2015,POO,DUB,BZ,26,one-way departures
2015,POO,BHD,MU,28,one-way departures
2015,POO,DUB,PY,47,one-way departures
2015,POO,BHD,CY,66,one-way departures
2015,POO,DUB,BO,94,one-way departures
2015,POO,DUB,GM,11,one-way departures
2015,POO,BFS,PL,8259,one-way departures
2015,POO,DUB,PG,52,one-way departures
2015,POO,DUB,VI,30,one-way departures
2015,POO,BHD,IE,226,one-way departures
2015,POO,DUB,BJ,21,one-way departures
2015,POO,DUB,NP,167,one-way departures
2015,POO,DUB,MK,135,one-way departures
2015,POO,BHD,CD,6,one-way departures
2015,POO,BHD,BB,21,one-way departures
2015,POO,DUB,EC,91,one-way departures
2015,POO,BFS,DE,34,one-way departures
2015,POO,BHD,GE,26,one-way departures
2015,POO,DUB,DM,9,one-way departures
2015,POO,BHD,BS,3,one-way departures
2015,POO,BFS,PA,3,one-way departures
2015,POO,DUB,NI,24,one-way departures
2015,POO,BHD,KG,1,one-way departures
2015,POO,DUB,VU,9,one-way departures
2015,POO,DUB,TC,25,one-way departures
2015,POO,DUB,KN,13,one-way departures
2015,POO,DUB,TG,13,one-way departures
2015,POO,DUB,SR,12,one-way departures
2015,POO,DUB,WS,5,one-way departures
2015,POO,BFS,ZA,1,one-way departures
2016,ND,DUB,FR,317647,one-way departures
2016,ND,DUB,GR,17462,one-way departures
2016,ND,BHD,GB,398262,one-way departures
2016,ND,DUB,NZ,9119,one-way departures
2016,ND,BFS,PL,12257,one-way departures
2016,ND,BHD,DK,2542,one-way departures
2016,ND,DUB,EG,2101,one-way departures
2016,ND,DUB,AR,3060,one-way departures
2016,ND,DUB,KW,1397,one-way departures
2016,ND,DUB,ID,901,one-way departures
2016,ND,DUB,BD,392,one-way departures
2016,ND,DUB,VN,985,one-way departures
2016,ND,BHD,CA,3504,one-way departures
2016,ND,DUB,BH,1706,one-way departures
2016,ND,DUB,PT,102483,one-way departures
2016,ND,DUB,EE,5014,one-way departures
2016,ND,DUB,MX,3577,one-way departures
2016,ND,DUB,IR,539,one-way departures
2016,ND,BHD,AU,2603,one-way departures
2016,ND,DUB,MN,165,one-way departures
2016,ND,BHD,US,7256,one-way departures
2016,ND,BHD,HU,392,one-way departures
2016,ND,DUB,QA,1647,one-way departures
2016,ND,BHD,MY,462,one-way departures
2016,ND,BHD,NO,876,one-way departures
2016,ND,DUB,LT,24112,one-way departures
2016,ND,BHD,IQ,193,one-way departures
2016,ND,BHD,SA,877,one-way departures
2016,ND,DUB,BA,268,one-way departures
2016,ND,BHD,JP,683,one-way departures
2016,ND,BHD,RU,608,one-way departures
2016,ND,BHD,SO,25,one-way departures
2016,ND,DUB,RS,1984,one-way departures
2016,ND,DUB,UY,533,one-way departures
2016,ND,DUB,SL,178,one-way departures
2016,ND,BHD,BM,31,one-way departures
2016,ND,DUB,CR,453,one-way departures
2016,ND,BFS,PA,17,one-way departures
2016,ND,DUB,BO,104,one-way departures
2016,ND,BHD,MD,14,one-way departures
2016,ND,BHD,CO,145,one-way departures
2016,ND,DUB,NC,142,one-way departures
2016,ND,BHD,HR,161,one-way departures
2016,ND,BHD,IS,41,one-way departures
2016,ND,BHD,CI,17,one-way departures
2016,ND,DUB,MW,387,one-way departures
2016,ND,DUB,NP,134,one-way departures
2016,ND,BHD,AZ,63,one-way departures
2016,ND,BHD,ZM,37,one-way departures
2016,ND,BHD,TW,109,one-way departures
2016,ND,DUB,RE,86,one-way departures
2016,ND,BHD,MA,208,one-way departures
2016,ND,DUB,NI,64,one-way departures
2016,ND,BHD,CL,93,one-way departures
2016,ND,DUB,KN,28,one-way departures
2016,ND,BHD,JM,34,one-way departures
2016,ND,BHD,KZ,53,one-way departures
2016,ND,DUB,BJ,16,one-way departures
2016,ND,DUB,GH,294,one-way departures
2016,ND,BHD,MM,25,one-way departures
2016,ND,DUB,MK,131,one-way departures
2016,ND,BFS,ZA,14,one-way departures
2016,ND,DUB,GM,22,one-way departures
2016,ND,BHD,BF,6,one-way departures
2016,ND,BHD,GY,8,one-way departures
2016,ND,DUB,TC,35,one-way departures
2016,ND,DUB,PY,49,one-way departures
2016,ND,BHD,LK,108,one-way departures
2016,ND,BHD,LV,38,one-way departures
2016,ND,DUB,EC,89,one-way departures
2016,ND,DUB,SR,16,one-way departures
2016,ND,DUB,PG,44,one-way departures
2016,ND,BFS,IT,2327,one-way departures
2016,ND,DUB,VI,60,one-way departures
2016,ND,BHD,TZ,35,one-way departures
2016,ND,DUB,GL,4,one-way departures
2016,ND,DUB,TG,12,one-way departures
2016,ND,BFS,MT,2,one-way departures
2016,ND,DUB,ML,35,one-way departures
2016,ND,BFS,DE,1981,one-way departures
2016,ND,BHD,BY,6,one-way departures
2016,ND,BHD,NA,22,one-way departures
2016,ND,BHD,KY,68,one-way departures
2016,ND,BFS,AE,5,one-way departures
2016,ND,DUB,WS,10,one-way departures
2016,ND,BFS,CZ,45,one-way departures
2016,ND,BHD,TD,6,one-way departures
2016,ND,DUB,GU,5,one-way departures
2016,ND,BHD,SI,46,one-way departures
2016,ND,BFS,BR,5,one-way departures
2016,ND,BHD,SD,17,one-way departures
2016,ND,BHD,LB,236,one-way departures
2016,ND,BFS,MZ,0,one-way departures
2017,ND,DUB,FR,352025,one-way departures
2017,ND,DUB,PT,119146,one-way departures
2017,ND,DUB,LT,26702,one-way departures
2017,ND,BFS,PT,19151,one-way departures
2017,ND,BFS,FR,20202,one-way departures
2017,ND,BFS,LT,8800,one-way departures
2017,ND,DUB,GR,23164,one-way departures
2017,ND,BHD,ES,10064,one-way departures
2017,ND,DUB,BH,1531,one-way departures
2017,ND,BHD,IE,751,one-way departures
2017,ND,DUB,MX,5299,one-way departures
2017,ND,DUB,EG,1823,one-way departures
2017,ND,DUB,NZ,9677,one-way departures
2017,ND,BHD,NL,5862,one-way departures
2017,ND,BHD,SE,1812,one-way departures
2017,ND,DUB,AR,3581,one-way departures
2017,ND,BHD,IN,1464,one-way departures
2017,ND,DUB,MK,194,one-way departures
2017,ND,DUB,ID,774,one-way departures
2017,ND,DUB,EE,5428,one-way departures
2017,ND,BHD,CN,1198,one-way departures
2017,ND,DUB,MN,283,one-way departures
2017,ND,DUB,CR,519,one-way departures
2017,ND,BHD,LU,378,one-way departures
2017,ND,DUB,UY,655,one-way departures
2017,ND,DUB,KW,1757,one-way departures
2017,ND,DUB,RS,1746,one-way departures
2017,ND,BHD,SG,434,one-way departures
2017,ND,BHD,TH,298,one-way departures
2017,ND,DUB,BD,380,one-way departures
2017,ND,BFS,MX,57,one-way departures
2017,ND,DUB,IR,657,one-way departures
2017,ND,BHD,KR,403,one-way departures
2017,ND,BHD,AT,1066,one-way departures
2017,ND,DUB,VN,1046,one-way departures
2017,ND,DUB,QA,1793,one-way departures
2017,ND,DUB,KN,52,one-way departures
2017,ND,BHD,BG,150,one-way departures
2017,ND,BHD,PH,261,one-way departures
2017,ND,BHD,NG,156,one-way departures
2017,ND,DUB,BO,282,one-way departures
2017,ND,DUB,EC,88,one-way departures
2017,ND,DUB,NP,195,one-way departures
2017,ND,DUB,NI,53,one-way departures
2017,ND,DUB,BZ,15,one-way departures
2017,ND,DUB,MW,301,one-way departures
2017,ND,BHD,BB,118,one-way departures
2017,ND,DUB,SL,156,one-way departures
2017,ND,DUB,RE,181,one-way departures
2017,ND,BHD,RO,311,one-way departures
2017,ND,BHD,MU,32,one-way departures
2017,ND,DUB,ML,51,one-way departures
2017,ND,BHD,UA,207,one-way departures
2017,ND,DUB,LC,27,one-way departures
2017,ND,DUB,GH,330,one-way departures
2017,ND,BHD,HT,7,one-way departures
2017,ND,BHD,BN,29,one-way departures
2017,ND,BHD,BS,13,one-way departures
2017,ND,DUB,TC,30,one-way departures
2017,ND,BFS,GR,451,one-way departures
2017,ND,DUB,PY,78,one-way departures
2017,ND,BHD,KG,19,one-way departures
2017,ND,DUB,VI,28,one-way departures
2017,ND,DUB,PG,43,one-way departures
2017,ND,BHD,MR,12,one-way departures
2017,ND,DUB,BJ,8,one-way departures
2017,ND,DUB,BA,289,one-way departures
2017,ND,BHD,OM,305,one-way departures
2017,ND,DUB,SR,15,one-way departures
2017,ND,BHD,AO,53,one-way departures
2017,ND,BHD,CY,78,one-way departures
2017,ND,DUB,GM,27,one-way departures
2017,ND,LDY,AR,1,one-way departures
2017,ND,BHD,PE,42,one-way departures
2017,ND,BHD,TT,12,one-way departures
2017,ND,BHD,GE,9,one-way departures
2017,ND,BFS,AR,1,one-way departures
2018,ND,BFS,DE,4334,one-way departures
2018,ND,DUB,RO,23720,one-way departures
2018,ND,BHD,GB,403184,one-way departures
2018,ND,DUB,ES,504635,one-way departures
2018,ND,BFS,CH,3626,one-way departures
2018,ND,DUB,CN,42084,one-way departures
2018,ND,BFS,PL,19485,one-way departures
2018,ND,DUB,AT,48887,one-way departures
2018,ND,DUB,NL,210486,one-way departures
2018,ND,LDY,GB,44056,one-way departures
2018,ND,DUB,CY,6530,one-way departures
2018,ND,BFS,IT,10466,one-way departures
2018,ND,DUB,LU,22446,one-way departures
2018,ND,DUB,SE,41721,one-way departures
2018,ND,DUB,GE,403,one-way departures
2018,ND,DUB,IN,19463,one-way departures
2018,ND,BHD,SA,728,one-way departures
2018,ND,BHD,RU,754,one-way departures
2018,ND,DUB,KR,6699,one-way departures
2018,ND,DUB,NG,4162,one-way departures
2018,ND,BHD,CA,3030,one-way departures
2018,ND,BHD,DK,1805,one-way departures
2018,ND,DUB,SG,6458,one-way departures
2018,ND,BHD,US,15301,one-way departures
2018,ND,DUB,BG,17651,one-way departures
2018,ND,DUB,TH,2673,one-way departures
2018,ND,BHD,IS,184,one-way departures
2018,ND,BHD,MY,537,one-way departures
2018,ND,DUB,OM,1278,one-way departures
2018,ND,DUB,CD,160,one-way departures
2018,ND,BFS,TR,646,one-way departures
2018,ND,DUB,PH,2064,one-way departures
2018,ND,BHD,HU,280,one-way departures
2018,ND,BHD,NO,790,one-way departures
